Age,Study_Hours_per_Day,Attendance_Rate,Assignment_Delay_Days,Stress_Index,GPA,Semester_GPA,CGPA,Dropout,Internet_Access_Yes,Part_Time_Job_Yes,Scholarship_Yes,Semester_Year 2,Semester_Year 3,Semester_Year 4,Department_Business,Department_CS,Department_Engineering,Department_Science,Exam_Score,Absence_Rate,Academic_Performance,Dropout_Risk_Index
19,5,71,3,3,4,4,3,0,1,1,1,0,0,1,1,0,0,0,60.5,29,65.14999999999999,23.6
22,5,86,1,2,4,4,3,0,1,0,0,0,1,0,0,0,0,1,76.0,14,78.39999999999999,4.600000000000001
20,2,92,0,5,2,2,2,0,1,0,1,0,0,0,0,1,0,0,52.0,8,54.4,22.2
21,3,92,2,5,0,0,0,0,1,0,0,1,0,0,0,0,0,1,54.0,8,55.8,27.200000000000003
19,4,68,3,5,1,2,2,1,1,0,0,0,1,0,0,0,0,0,47.0,32,50.9,37.8
20,4,83,1,7,2,2,2,0,1,1,1,0,0,0,0,1,0,0,56.5,17,52.75,33.8
22,4,69,2,8,1,0,0,1,1,1,0,0,0,0,0,0,0,1,44.5,31,41.949999999999996,48.4
20,3,77,3,6,2,2,2,0,0,1,0,0,1,0,0,0,1,0,41.5,23,44.65,42.2
24,3,86,2,6,2,2,2,0,1,0,0,1,0,0,0,0,1,0,49.0,14,49.9,34.6
20,3,92,3,5,4,4,4,0,1,0,0,0,1,0,0,1,0,0,51.0,8,53.699999999999996,31.200000000000003
21,3,83,3,5,1,2,2,0,1,1,0,1,0,0,0,0,0,0,46.5,17,50.55,34.8
23,2,72,0,6,2,1,1,0,1,1,0,1,0,0,0,0,0,1,40.0,28,43.6,35.2
17,4,86,2,5,2,2,2,0,1,1,1,0,0,0,0,0,0,0,59.0,14,59.3,26.6
17,4,75,1,6,3,3,3,0,0,1,1,0,0,1,1,0,0,0,54.5,25,53.75,32.0
17,6,79,1,5,2,1,1,0,1,1,1,0,0,0,0,1,0,0,74.5,21,70.15,19.4
23,3,82,2,4,2,2,2,0,1,1,0,1,0,0,1,0,0,0,51.0,18,56.099999999999994,26.200000000000003
19,4,76,0,6,2,2,2,0,1,0,0,0,0,1,0,1,0,0,58.0,24,56.199999999999996,27.6
26,3,87,4,5,3,3,3,0,1,0,1,1,0,0,0,1,0,0,45.5,13,49.849999999999994,37.2
19,3,88,4,8,2,2,2,1,1,1,1,0,1,0,0,0,0,1,40.0,12,38.8,51.8
21,3,90,1,4,3,3,3,0,1,0,0,1,0,0,0,0,0,0,58.0,10,60.99999999999999,19.0
24,4,93,1,5,1,1,1,0,1,0,1,0,0,1,0,0,0,0,65.5,7,63.849999999999994,19.8
25,5,80,3,8,2,2,2,1,1,1,1,0,1,0,0,0,0,0,55.0,20,49.3,45.0
25,3,72,0,3,2,2,2,0,1,0,0,0,0,0,1,0,0,0,54.0,28,60.599999999999994,17.200000000000003
23,4,73,2,7,1,1,1,0,1,1,1,0,0,1,0,0,1,0,48.5,27,47.14999999999999,41.8
23,4,95,1,5,2,2,2,0,1,1,0,0,0,0,0,0,0,0,66.5,5,64.55,19.0
22,2,94,1,6,0,0,0,0,1,1,0,0,1,0,0,0,0,1,48.0,6,49.199999999999996,30.4
22,3,92,1,8,1,1,1,1,1,0,0,0,0,0,0,1,0,0,51.0,8,46.49999999999999,38.2
19,6,77,3,4,2,2,2,0,1,0,1,0,0,1,0,0,1,0,69.5,23,69.05,23.200000000000003
19,2,95,0,4,2,2,2,0,1,0,0,1,0,0,0,0,0,0,55.5,5,59.24999999999999,16.0
21,2,80,2,6,0,0,0,0,1,0,0,0,1,0,0,0,1,0,38.0,20,42.199999999999996,40.0
20,2,84,1,4,2,3,3,0,1,1,0,0,1,0,0,0,1,0,47.0,16,53.3,24.4
20,6,88,2,1,4,4,4,0,1,0,0,0,0,0,0,0,0,1,84.0,12,86.39999999999999,0.0
22,5,92,1,7,4,4,4,0,1,0,0,0,1,0,0,1,0,0,69.0,8,61.5,27.200000000000003
23,4,86,1,6,2,2,2,0,1,0,1,0,1,0,0,0,1,0,60.0,14,57.6,27.6
21,5,93,3,5,1,2,1,0,1,0,0,1,0,0,1,0,0,0,67.5,7,65.25,24.799999999999997
24,4,82,2,5,1,1,1,0,1,0,1,0,0,1,0,0,0,0,57.0,18,57.9,28.200000000000003
18,3,80,1,9,0,0,0,1,1,0,1,0,0,0,0,1,0,0,43.0,20,38.5,48.0
20,3,79,2,7,0,0,0,0,1,0,0,1,0,0,0,0,0,1,43.5,21,43.65,42.4
19,4,57,3,5,2,2,2,1,1,1,1,0,0,1,0,0,1,0,41.5,43,47.05,42.2
17,4,44,1,5,1,1,1,1,1,1,0,0,0,0,0,1,0,0,41.0,56,46.7,39.400000000000006
20,2,90,0,7,1,1,1,0,1,1,0,1,0,0,0,0,1,0,47.0,10,46.099999999999994,33.0
20,4,80,0,7,2,2,2,0,1,1,0,0,0,0,0,0,0,1,58.0,20,53.8,31.0
24,3,87,4,2,1,2,2,0,1,1,1,1,0,0,1,0,0,0,51.5,13,61.25,22.2
22,5,86,3,4,3,3,3,0,1,1,1,1,0,0,0,0,0,1,66.0,14,66.6,22.6
18,2,83,3,3,2,2,2,0,1,1,0,0,0,1,1,0,0,0,42.5,17,52.55,27.799999999999997
25,4,89,1,6,3,4,4,0,1,0,0,0,0,1,0,1,0,0,61.5,11,58.65,26.4
23,4,90,3,3,3,3,3,0,1,0,0,0,0,1,1,0,0,0,62.0,10,66.2,19.0
22,4,74,1,8,1,1,1,1,1,1,0,0,0,1,0,0,1,0,50.0,26,45.8,42.4
20,4,94,2,7,2,1,2,0,1,1,0,0,1,0,0,1,0,0,59.0,6,54.5,33.4
18,3,88,0,5,3,3,3,0,1,1,1,1,0,0,1,0,0,0,58.0,12,58.599999999999994,20.8
20,4,75,2,3,1,2,2,0,1,0,0,0,0,1,0,0,0,1,57.5,25,63.05,21.0
23,4,76,1,4,1,1,1,0,1,0,0,1,0,0,0,0,0,1,59.0,24,61.699999999999996,21.6
25,4,72,0,6,0,1,1,0,1,0,1,0,0,1,0,0,1,0,56.0,28,54.8,29.200000000000003
24,5,87,1,7,3,3,3,0,1,0,0,0,0,1,0,0,0,0,66.5,13,59.75,29.200000000000003
19,2,80,1,5,0,0,0,0,1,0,0,0,1,0,0,1,0,0,43.0,20,48.099999999999994,31.0
18,4,62,1,1,3,3,3,1,1,1,0,0,1,0,0,0,0,1,58.0,38,68.19999999999999,12.200000000000003
21,4,77,1,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,55.5,23,54.449999999999996,31.200000000000003
17,4,79,1,1,2,3,3,0,0,0,0,0,0,0,1,0,0,0,66.5,21,74.14999999999999,5.399999999999999
21,4,82,2,1,2,3,3,0,1,1,0,1,0,0,0,0,0,1,65.0,18,73.1,8.2
20,4,69,1,7,2,2,2,1,1,0,0,0,0,1,0,0,1,0,49.5,31,47.849999999999994,39.4
20,3,82,2,3,1,1,1,0,1,1,0,1,0,0,0,0,1,0,53.0,18,59.89999999999999,21.2
17,3,94,2,6,0,0,0,0,1,1,0,0,0,1,0,1,0,0,53.0,6,52.699999999999996,31.4
22,4,83,2,5,2,2,2,0,1,0,0,0,1,0,0,0,0,1,57.5,17,58.25,27.799999999999997
19,5,86,0,4,2,2,2,0,1,0,0,0,0,1,0,1,0,0,75.0,14,72.9,10.600000000000001
18,3,94,3,5,2,2,2,0,1,0,1,0,0,1,0,0,0,0,52.0,6,54.4,30.4
17,2,81,0,4,1,1,1,0,1,0,1,0,0,0,0,1,0,0,48.5,19,54.349999999999994,21.6
20,5,81,2,5,2,2,2,0,1,0,0,0,0,0,1,0,0,0,64.5,19,63.15,25.6
24,2,84,0,4,1,2,2,0,1,0,1,0,0,0,0,0,1,0,50.0,16,55.4,20.4
24,4,74,1,4,2,2,2,0,1,0,0,0,0,1,0,0,0,1,58.0,26,60.99999999999999,22.4
20,2,76,2,4,3,3,3,0,1,0,1,0,0,1,0,0,0,0,40.0,24,48.4,31.6
19,3,65,0,3,1,1,1,1,0,0,0,1,0,0,1,0,0,0,50.5,35,58.14999999999999,20.0
22,3,100,3,7,1,0,0,0,1,0,0,0,0,0,0,0,1,0,51.0,0,48.89999999999999,38.0
18,3,88,1,4,2,2,2,0,1,1,0,0,0,1,0,0,0,0,57.0,12,60.3,19.8
21,4,74,3,3,2,2,2,0,1,1,1,0,0,1,0,0,0,1,54.0,26,60.599999999999994,25.4
22,4,90,1,4,2,2,1,0,1,1,0,1,0,0,0,0,1,0,66.0,10,66.6,16.0
23,3,75,2,4,2,2,2,0,1,1,0,0,1,0,0,0,0,1,47.5,25,53.65,29.0
20,3,82,1,4,3,3,3,0,1,1,0,0,0,1,0,0,0,0,54.0,18,58.199999999999996,22.2
20,5,82,2,6,4,3,3,0,1,1,0,0,1,0,1,0,0,0,63.0,18,59.699999999999996,30.200000000000003
19,3,78,2,4,1,1,1,0,0,1,0,0,0,1,0,0,0,0,49.0,22,54.699999999999996,27.799999999999997
19,4,75,1,4,1,1,1,0,0,0,0,1,0,0,0,0,0,0,58.5,25,61.349999999999994,22.0
20,2,91,2,6,0,0,0,0,1,1,1,0,1,0,0,0,1,0,43.5,9,46.05,35.6
21,6,82,2,6,2,2,2,0,1,0,0,1,0,0,0,0,0,1,71.0,18,65.3,27.200000000000003
23,4,95,2,4,4,4,4,0,1,1,0,0,0,1,1,0,0,0,65.5,5,66.25,18.0
19,1,73,1,7,0,0,0,1,1,0,0,0,1,0,0,0,0,1,27.5,27,32.45,46.8
24,4,78,1,5,0,0,0,0,1,0,1,0,1,0,0,0,0,0,58.0,22,58.599999999999994,25.799999999999997
20,3,81,1,7,0,0,0,0,1,1,0,1,0,0,1,0,0,0,47.5,19,46.45,37.6
21,6,90,1,6,4,4,3,0,1,0,1,1,0,0,0,0,0,0,78.0,10,70.19999999999999,20.0
19,7,75,2,5,3,3,3,0,1,0,0,0,0,0,1,0,0,0,77.5,25,72.25,22.0
17,4,86,1,5,2,2,2,0,1,1,0,1,0,0,1,0,0,0,62.0,14,61.4,22.6
22,5,84,0,3,3,3,3,0,0,1,0,1,0,0,0,1,0,0,76.0,16,76.0,6.399999999999999
22,5,93,3,5,2,3,3,0,1,0,0,0,0,1,0,0,1,0,67.5,7,65.25,24.799999999999997
20,2,86,2,5,1,2,2,0,1,0,0,1,0,0,0,0,0,1,43.0,14,48.099999999999994,32.6
21,3,67,3,5,0,0,0,1,1,1,0,0,0,1,0,0,1,0,38.5,33,44.95,41.2
22,3,73,3,5,2,2,2,0,0,0,1,0,1,0,0,0,0,0,41.5,27,47.05,38.8
17,5,74,1,8,2,2,2,1,1,0,1,0,1,0,1,0,0,0,58.0,26,51.39999999999999,39.4
19,6,78,2,8,1,1,2,1,1,0,0,0,0,1,1,0,0,0,65.0,22,56.3,38.8
22,6,92,0,3,4,4,4,0,1,0,0,0,0,0,1,0,0,0,88.0,8,84.39999999999999,0.1999999999999993
18,4,79,2,6,1,1,1,0,1,0,0,0,1,0,0,0,0,1,53.5,21,53.05,34.4
21,4,82,3,5,2,2,2,0,1,1,0,1,0,0,0,0,0,0,54.0,18,55.8,32.2
18,3,80,2,6,1,1,1,0,1,0,0,0,1,0,0,1,0,0,46.0,20,47.8,37.0
22,4,86,0,8,1,2,2,1,1,0,0,1,0,0,0,0,0,1,59.0,14,52.099999999999994,33.6
20,4,76,2,5,2,1,1,0,1,1,0,0,1,0,1,0,0,0,54.0,24,55.8,30.6
17,5,80,0,6,2,2,2,0,1,1,0,1,0,0,0,1,0,0,68.0,20,63.199999999999996,23.0
23,4,80,3,5,3,3,3,0,1,1,1,0,1,0,0,0,1,0,53.0,20,55.099999999999994,33.0
19,4,81,2,5,1,1,1,0,0,1,0,1,0,0,0,0,0,0,56.5,19,57.55,28.6
19,6,77,2,10,1,1,1,1,1,1,1,0,1,0,1,0,0,0,60.5,23,48.349999999999994,49.2
21,4,71,4,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,47.5,29,53.65,35.6
23,4,89,1,7,1,1,1,0,1,0,0,1,0,0,1,0,0,0,59.5,11,54.849999999999994,31.4
18,5,81,1,5,1,2,2,0,0,1,0,0,1,0,0,0,0,1,67.5,19,65.25,21.6
21,3,91,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,60.5,9,65.14999999999999,13.600000000000001
21,3,85,1,8,0,0,0,1,1,0,0,0,1,0,0,0,0,1,47.5,15,44.05,41.0
22,3,86,1,2,3,2,2,0,0,1,0,0,1,0,0,0,0,0,60.0,14,67.2,10.600000000000001
21,2,91,1,1,4,3,3,0,1,1,1,1,0,0,0,0,0,0,56.5,9,67.14999999999999,6.6
20,4,100,2,6,3,2,2,0,1,1,1,1,0,0,0,1,0,0,64.0,0,60.4,26.0
19,1,92,2,5,1,1,1,1,1,0,1,1,0,0,0,0,0,1,38.0,8,44.599999999999994,33.2
21,3,89,2,6,3,3,3,0,1,1,0,0,1,0,0,1,0,0,50.5,11,50.949999999999996,33.4
18,1,84,1,5,1,2,2,1,1,1,0,1,0,0,1,0,0,0,37.0,16,43.9,32.4
17,3,92,6,6,1,1,1,1,1,1,1,0,0,1,0,1,0,0,40.0,8,43.6,48.2
22,3,76,4,5,1,1,1,0,1,0,0,0,0,0,0,0,0,1,40.0,24,46.0,41.6
23,4,86,3,5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,56.0,14,57.199999999999996,30.6
17,4,92,3,7,2,3,3,0,1,0,0,1,0,0,1,0,0,0,55.0,8,51.7,38.2
18,2,89,3,8,3,3,3,1,1,0,0,0,0,0,0,1,0,0,35.5,11,35.65,50.4
22,3,81,3,7,2,2,2,0,1,1,0,1,0,0,0,1,0,0,41.5,19,42.25,45.6
25,5,85,0,5,2,1,1,0,1,0,0,0,0,0,0,0,0,0,72.5,15,68.75,16.0
21,2,79,2,6,1,1,1,0,1,1,0,0,1,0,0,0,0,0,37.5,21,41.85,40.4
19,6,75,1,6,1,1,1,0,1,1,1,0,0,1,0,0,0,0,70.5,25,64.94999999999999,26.0
20,4,93,3,6,2,2,2,0,1,0,1,0,0,0,0,0,0,0,57.5,7,55.85,32.8
24,2,78,0,3,2,2,2,0,0,0,0,1,0,0,0,0,0,0,49.0,22,57.099999999999994,17.8
19,2,78,5,6,0,0,0,1,1,1,0,0,0,1,0,0,1,0,28.0,22,35.199999999999996,52.8
19,5,78,0,6,2,2,2,0,1,1,0,0,0,0,0,0,1,0,67.0,22,62.5,23.799999999999997
19,4,76,1,8,1,0,0,1,1,1,0,0,1,0,0,0,0,0,51.0,24,46.49999999999999,41.6
18,4,76,3,7,1,1,1,0,1,0,0,0,1,0,0,0,0,1,47.0,24,46.099999999999994,44.6
21,4,68,2,5,1,1,1,1,1,1,0,0,0,0,0,1,0,0,50.0,32,53.0,33.8
24,3,69,1,5,2,2,2,1,1,0,0,0,0,0,0,0,1,0,45.5,31,49.849999999999994,32.4
21,2,80,3,3,3,3,3,0,1,0,0,1,0,0,0,0,1,0,41.0,20,51.5,29.0
20,4,85,2,8,1,1,1,1,0,1,1,0,0,1,1,0,0,0,52.5,15,47.55,42.0
20,6,68,0,3,4,3,3,1,1,0,1,0,0,0,0,0,1,0,76.0,32,76.0,9.8
17,3,83,0,2,4,3,3,0,1,1,0,1,0,0,0,1,0,0,61.5,17,68.25,7.800000000000001
22,4,92,2,7,3,3,3,0,1,0,1,0,0,0,0,0,0,0,58.0,8,53.8,34.2
20,5,78,3,5,1,1,1,0,1,0,0,0,0,0,1,0,0,0,60.0,22,60.0,30.799999999999997
20,3,74,1,6,1,2,2,0,1,0,0,0,1,0,0,0,0,1,46.0,26,47.8,35.4
28,4,81,3,5,2,2,2,0,1,1,0,0,0,1,0,0,0,0,53.5,19,55.449999999999996,32.6
21,5,86,2,3,4,4,4,0,1,0,1,0,0,1,1,0,0,0,71.0,14,72.5,13.600000000000001
19,4,77,4,5,3,3,3,0,1,1,0,0,1,0,0,0,1,0,48.5,23,51.949999999999996,38.2
20,2,89,0,4,2,2,2,0,1,0,0,0,0,0,0,0,0,1,52.5,11,57.15,18.4
23,3,85,4,4,2,3,3,0,1,1,0,1,0,0,0,0,0,1,46.5,15,52.949999999999996,33.0
21,5,95,2,8,3,3,3,1,1,0,0,0,1,0,1,0,0,0,65.5,5,56.64999999999999,35.0
17,2,68,0,6,1,1,1,1,1,0,0,0,0,0,0,0,0,1,38.0,32,42.199999999999996,36.8
23,4,70,0,1,4,3,3,0,1,0,0,0,0,1,0,1,0,0,65.0,30,73.1,5.0
19,3,78,2,5,2,2,2,0,1,1,0,1,0,0,0,1,0,0,47.0,22,50.9,32.8
25,3,71,2,7,0,0,0,0,1,0,1,1,0,0,0,1,0,0,39.5,29,40.849999999999994,45.6
23,4,94,1,3,3,3,3,0,1,1,0,0,1,0,1,0,0,0,70.0,6,71.8,9.399999999999999
20,1,83,2,3,4,3,3,1,1,1,0,0,0,0,0,0,1,0,37.5,17,49.05,26.8
23,5,79,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,62.5,21,56.95,32.4
21,2,94,2,4,1,1,1,0,1,0,1,1,0,0,0,0,0,0,49.0,6,54.699999999999996,24.4
22,4,84,1,1,3,3,3,0,1,1,0,0,0,1,0,0,0,1,69.0,16,75.89999999999999,3.4000000000000004
22,4,80,2,7,1,1,1,0,1,0,1,0,0,0,0,0,0,1,52.0,20,49.599999999999994,39.0
19,4,75,1,5,1,1,1,0,1,0,0,0,0,0,0,0,0,0,56.5,25,57.55,27.0
19,3,86,2,6,2,2,2,0,1,1,0,0,1,0,0,0,0,1,49.0,14,49.9,34.6
23,2,86,5,5,0,0,0,1,1,0,0,1,0,0,1,0,0,0,34.0,14,41.8,44.6
20,1,87,1,7,0,0,0,1,1,0,0,0,0,1,1,0,0,0,34.5,13,37.349999999999994,41.2
20,5,88,1,3,3,3,3,0,1,0,1,0,1,0,0,0,0,1,75.0,12,75.3,8.8
18,3,93,1,6,4,4,4,0,1,0,1,0,1,0,0,0,0,1,55.5,7,54.449999999999996,27.799999999999997
21,3,75,2,7,3,2,2,0,1,1,0,0,1,0,0,1,0,0,41.5,25,42.25,44.0
25,2,99,0,3,2,3,3,0,1,0,0,0,0,1,0,0,0,1,59.5,1,64.45,9.4
18,3,96,0,4,3,3,3,0,1,0,0,1,0,0,0,0,0,1,64.0,4,65.19999999999999,12.600000000000001
21,6,95,3,8,2,2,2,1,0,0,1,0,0,0,0,1,0,0,70.5,5,60.14999999999999,36.0
24,4,80,4,7,3,3,3,0,1,0,0,0,0,0,0,0,0,1,46.0,20,45.39999999999999,47.0
20,2,76,2,4,2,3,3,0,1,1,1,1,0,0,0,1,0,0,40.0,24,48.4,31.6
22,5,82,3,3,4,3,3,0,1,1,1,0,1,0,0,0,0,1,66.0,18,69.0,19.200000000000003
18,0,84,1,6,0,0,0,1,1,1,0,1,0,0,0,1,0,0,27.0,16,34.5,40.4
21,3,88,1,6,4,3,3,0,1,0,0,0,0,1,1,0,0,0,53.0,12,52.699999999999996,29.799999999999997
20,3,80,3,5,2,2,2,0,1,0,1,0,0,0,0,0,0,0,45.0,20,49.5,36.0
23,3,89,1,9,1,1,1,1,1,0,1,0,0,1,0,0,0,0,47.5,11,41.65,44.4
23,2,79,2,6,0,0,0,0,0,1,0,0,0,0,0,1,0,0,37.5,21,41.85,40.4
26,3,82,2,4,1,2,1,0,1,0,1,0,0,1,1,0,0,0,51.0,18,56.099999999999994,26.200000000000003
22,4,87,3,5,1,1,1,0,0,1,1,0,0,0,0,0,0,1,56.5,13,57.55,30.200000000000003
21,2,83,1,5,2,2,2,0,1,1,0,0,0,0,1,0,0,0,44.5,17,49.15,29.799999999999997
21,3,76,0,4,3,3,3,0,0,1,1,0,1,0,0,1,0,0,54.0,24,58.199999999999996,20.6
20,1,74,2,7,0,0,0,1,1,0,0,1,0,0,1,0,0,0,25.0,26,30.7,50.4
21,6,90,1,8,2,2,2,1,0,0,0,0,1,0,0,0,0,1,74.0,10,62.599999999999994,30.0
20,0,86,0,5,2,2,2,1,1,1,1,1,0,0,0,0,0,0,33.0,14,41.099999999999994,30.6
21,3,93,5,3,3,3,3,1,1,0,0,0,1,0,0,0,0,0,49.5,7,57.45,28.799999999999997
23,3,91,2,5,2,2,2,0,1,0,1,1,0,0,1,0,0,0,53.5,9,55.449999999999996,27.6
18,3,79,3,3,4,3,3,0,1,1,1,0,0,1,1,0,0,0,48.5,21,56.75,26.4
23,3,90,3,5,2,2,2,0,1,0,0,0,0,1,0,0,1,0,50.0,10,53.0,32.0
23,4,84,2,6,2,2,2,0,1,0,0,0,0,1,0,0,0,0,56.0,16,54.8,32.4
20,2,81,2,1,2,2,2,0,1,0,0,0,0,1,1,0,0,0,48.5,19,61.55,14.600000000000001
17,1,100,3,6,1,1,1,1,0,0,1,0,1,0,0,1,0,0,37.0,0,41.5,39.0
19,3,100,3,4,1,2,2,0,1,0,0,1,0,0,1,0,0,0,57.0,0,60.3,23.0
23,0,87,4,4,1,1,2,1,0,0,0,0,1,0,1,0,0,0,23.5,13,36.849999999999994,41.2
20,2,75,1,3,1,1,0,0,0,1,0,0,0,1,0,0,1,0,44.5,25,53.95,23.0
18,3,78,0,3,1,1,1,0,1,0,0,0,0,0,0,1,0,0,57.0,22,62.7,14.8
19,4,77,0,8,0,1,1,1,1,0,0,0,0,0,0,0,1,0,54.5,23,48.949999999999996,37.2
22,5,88,3,7,1,1,1,0,1,0,0,0,1,0,0,1,0,0,61.0,12,55.89999999999999,36.8
22,4,85,3,7,0,0,0,0,1,1,0,0,0,1,0,0,0,0,51.5,15,49.25,41.0
20,4,79,3,4,3,3,3,0,1,1,0,0,0,0,0,0,0,0,54.5,21,58.55,28.4
20,3,98,1,8,1,1,1,1,1,1,0,0,0,0,0,0,0,1,54.0,2,48.599999999999994,35.8
20,3,78,1,5,3,3,3,0,1,0,0,0,0,0,0,1,0,0,50.0,22,53.0,28.799999999999997
19,3,96,1,4,4,4,4,0,1,0,0,0,0,0,1,0,0,0,61.0,4,63.099999999999994,16.6
24,3,91,0,3,2,2,2,0,1,1,0,0,0,0,0,0,0,0,63.5,9,67.25,9.600000000000001
20,3,87,3,3,1,1,1,0,1,1,0,0,1,0,0,0,0,0,52.5,13,59.55,23.200000000000003
23,4,75,0,4,2,2,2,0,1,0,1,0,0,0,0,0,0,0,61.5,25,63.449999999999996,18.0
24,4,94,2,3,4,3,3,0,1,0,1,0,0,0,1,0,0,0,67.0,6,69.7,13.399999999999999
23,5,97,1,7,2,2,2,0,1,0,1,0,1,0,0,1,0,0,71.5,3,63.25,25.200000000000003
20,4,83,4,10,2,1,1,1,1,1,0,0,1,0,0,0,0,1,41.5,17,35.05,60.8
21,4,92,0,5,2,3,3,0,1,0,0,0,0,0,1,0,0,0,68.0,8,65.6,16.2
20,5,82,0,5,2,2,2,0,1,0,1,1,0,0,0,0,0,1,71.0,18,67.69999999999999,17.200000000000003
19,4,94,3,2,4,4,4,0,1,1,1,0,1,0,0,1,0,0,66.0,6,71.39999999999999,12.399999999999999
21,3,74,4,3,3,4,3,0,1,1,0,1,0,0,0,0,0,0,43.0,26,52.9,32.4
18,2,89,3,2,3,3,3,0,0,1,0,1,0,0,0,1,0,0,47.5,11,58.45,20.4
23,3,61,5,7,1,1,1,1,0,1,1,1,0,0,0,1,0,0,25.5,39,31.049999999999997,61.599999999999994
20,2,72,1,9,0,0,0,1,1,0,0,0,1,0,0,1,0,0,31.0,28,30.1,54.2
21,4,73,2,3,2,2,2,0,1,1,0,0,0,0,1,0,0,0,56.5,27,62.349999999999994,21.799999999999997
21,4,82,4,5,4,4,4,0,1,0,0,0,0,1,0,0,0,0,51.0,18,53.699999999999996,36.2
20,3,74,1,5,2,2,2,0,1,0,0,0,0,0,1,0,0,0,48.0,26,51.599999999999994,30.4
22,3,75,4,6,1,1,1,0,1,1,1,0,0,0,0,0,0,1,37.5,25,41.85,47.0
20,4,80,0,5,0,1,1,0,1,0,0,1,0,0,0,0,0,1,62.0,20,61.4,21.0
22,3,81,3,9,2,1,1,1,1,1,0,0,0,1,0,0,1,0,37.5,19,34.65,55.599999999999994
18,8,72,1,4,3,3,3,0,0,1,0,1,0,0,0,0,0,0,89.0,28,82.69999999999999,11.200000000000003
21,5,71,1,7,1,2,2,0,1,0,1,0,1,0,0,0,0,0,58.5,29,54.14999999999999,35.6
25,5,75,2,4,4,3,3,0,1,1,0,0,0,0,0,0,0,1,63.5,25,64.85,23.0
18,4,90,2,2,3,3,3,0,1,1,0,0,0,1,1,0,0,0,67.0,10,72.1,10.0
19,5,100,1,8,4,3,3,1,1,0,0,0,0,0,0,1,0,0,71.0,0,60.49999999999999,29.0
22,3,93,2,8,2,1,1,1,0,0,0,0,0,0,1,0,0,0,48.5,7,44.74999999999999,41.8
21,2,79,3,6,1,1,1,0,0,0,1,0,0,0,0,0,0,0,34.5,21,39.75,44.4
21,5,85,1,4,4,3,4,0,1,0,1,0,1,0,0,1,0,0,71.5,15,70.44999999999999,15.0
22,2,82,1,3,3,3,3,0,1,1,1,1,0,0,0,1,0,0,48.0,18,56.39999999999999,20.2
22,4,80,2,6,1,2,2,0,1,0,0,0,0,0,0,0,1,0,54.0,20,53.4,34.0
23,6,82,2,1,3,4,4,0,1,0,0,0,0,0,0,0,0,1,81.0,18,84.3,2.1999999999999993
21,5,84,1,7,1,1,1,0,0,1,1,0,0,1,1,0,0,0,65.0,16,58.7,30.4
20,3,68,1,4,2,2,2,1,1,0,0,1,0,0,0,0,1,0,47.0,32,53.3,27.799999999999997
22,5,77,2,4,2,2,2,0,1,1,0,0,1,0,1,0,0,0,64.5,23,65.55,22.200000000000003
25,4,81,3,3,2,2,2,0,1,1,0,1,0,0,1,0,0,0,57.5,19,63.05,22.6
20,3,100,3,2,2,2,2,0,1,0,0,0,0,1,0,0,0,0,61.0,0,67.89999999999999,13.0
18,4,87,1,5,1,1,1,0,1,0,0,1,0,0,0,0,0,0,62.5,13,61.75,22.200000000000003
23,2,90,2,5,1,1,1,0,1,0,1,0,0,1,1,0,0,0,45.0,10,49.5,31.0
20,2,81,1,5,2,2,2,0,1,0,1,1,0,0,0,0,0,1,43.5,19,48.45,30.6
17,3,93,3,7,1,1,1,0,1,0,1,0,0,1,1,0,0,0,47.5,7,46.45,40.8
22,3,84,1,5,2,3,3,0,1,1,0,0,0,0,0,0,0,1,53.0,16,55.099999999999994,26.4
19,2,88,3,6,2,3,3,0,0,1,0,1,0,0,0,1,0,0,39.0,12,42.9,40.8
20,4,83,0,2,3,3,3,0,1,0,0,0,1,0,0,0,0,0,69.5,17,73.85,4.800000000000001
21,3,86,4,4,0,1,1,0,1,0,1,0,0,1,0,0,0,1,47.0,14,53.3,32.6
21,2,78,1,8,1,0,0,1,1,1,1,1,0,0,1,0,0,0,36.0,22,36.0,46.8
22,3,96,1,7,2,2,2,0,0,0,1,1,0,0,0,1,0,0,55.0,4,51.7,31.6
20,2,78,2,6,2,2,2,0,1,1,0,0,0,0,0,0,1,0,37.0,22,41.5,40.8
22,5,74,1,4,2,2,2,0,1,0,0,1,0,0,0,0,0,1,66.0,26,66.6,19.4
20,6,83,1,3,3,3,3,0,1,0,1,0,0,0,0,0,1,0,80.5,17,79.14999999999999,7.800000000000001
22,4,97,4,4,4,3,3,0,1,0,1,0,0,0,0,0,1,0,60.5,3,62.74999999999999,25.200000000000003
22,3,76,1,6,2,2,2,0,1,1,0,0,0,0,0,0,0,1,47.0,24,48.5,34.6
18,4,80,4,1,4,4,3,0,1,1,1,1,0,0,0,0,0,0,58.0,20,68.19999999999999,17.0
23,3,84,2,8,0,0,0,1,0,1,0,0,0,1,0,0,1,0,44.0,16,41.599999999999994,45.4
19,4,71,1,7,2,1,1,0,1,0,0,0,0,1,0,0,0,0,50.5,29,48.55,38.6
