student_id,student_name,course_code,course_name,academic_year,semester_term,upload_type,course_mark
372675,Student 298,CRS011,Machine Learning and Intelligent System,2026,February,Final,60.1
372675,Student 298,CRS003,Object Oriented Programming,2026,February,Final,79.7
372675,Student 298,CRS001,Database Systems,2026,February,Final,26.2
372675,Student 298,CRS010,Computer Networks,2026,February,Final,49.3
311287,Student 297,CRS016,Professional Practices and Information Security,2026,February,Final,63.5
311287,Student 297,CRS006,Systems Analysis and Design,2026,February,Final,55.5
311287,Student 297,CRS012,Ideating Start-up,2026,February,Final,36.4
388483,Student 296,CRS017,Industrial Project I,2026,February,Final,59.2
388483,Student 296,CRS009,Advanced Programming,2026,February,Final,83.9
388483,Student 296,CRS004,Discrete Structures,2026,February,Final,49.9
388483,Student 296,CRS006,Systems Analysis and Design,2026,February,Final,45.7
388665,Student 295,CRS017,Industrial Project I,2026,February,Final,55.7
388665,Student 295,CRS015,Human Computer Interaction,2026,February,Final,88.9
388665,Student 295,CRS011,Machine Learning and Intelligent System,2026,February,Final,63.2
391769,Student 294,CRS017,Industrial Project I,2026,February,Final,40.5
391769,Student 294,CRS011,Machine Learning and Intelligent System,2026,February,Final,32.8
391769,Student 294,CRS003,Object Oriented Programming,2026,February,Final,49.9
391769,Student 294,CRS013,Capstone Project I,2026,February,Final,76.7
391286,Student 293,CRS009,Advanced Programming,2026,February,Final,57.9
391286,Student 293,CRS008,Operating Systems,2026,February,Final,47.9
391286,Student 293,CRS006,Systems Analysis and Design,2026,February,Final,64.3
391286,Student 293,CRS018,Industrial Project II,2026,February,Final,73.1
391286,Student 293,CRS007,Data Structures and Algorithms,2026,February,Final,19.3
315348,Student 292,CRS010,Computer Networks,2026,February,Final,55.3
315348,Student 292,CRS014,Capstone Project II,2026,February,Final,72.7
315348,Student 292,CRS004,Discrete Structures,2026,February,Final,55.7
376544,Student 291,CRS002,Computer Architecture and Organisation,2026,February,Final,32.0
376544,Student 291,CRS014,Capstone Project II,2026,February,Final,91.0
376544,Student 291,CRS006,Systems Analysis and Design,2026,February,Final,67.6
392989,Student 290,CRS001,Database Systems,2026,February,Final,70.1
392989,Student 290,CRS004,Discrete Structures,2026,February,Final,70.6
392989,Student 290,CRS014,Capstone Project II,2026,February,Final,75.9
392989,Student 290,CRS017,Industrial Project I,2026,February,Final,56.9
323493,Student 289,CRS006,Systems Analysis and Design,2026,February,Final,56.0
323493,Student 289,CRS003,Object Oriented Programming,2026,February,Final,74.4
323493,Student 289,CRS010,Computer Networks,2026,February,Final,47.2
323493,Student 289,CRS016,Professional Practices and Information Security,2026,February,Final,53.0
399126,Student 288,CRS015,Human Computer Interaction,2026,February,Final,56.4
399126,Student 288,CRS003,Object Oriented Programming,2026,February,Final,78.7
399126,Student 288,CRS010,Computer Networks,2026,February,Final,47.8
339845,Student 287,CRS012,Ideating Start-up,2026,February,Final,70.9
339845,Student 287,CRS016,Professional Practices and Information Security,2026,February,Final,71.0
339845,Student 287,CRS009,Advanced Programming,2026,February,Final,97.8
339845,Student 287,CRS004,Discrete Structures,2026,February,Final,75.0
366094,Student 286,CRS008,Operating Systems,2026,February,Final,41.7
366094,Student 286,CRS012,Ideating Start-up,2026,February,Final,71.2
366094,Student 286,CRS005,Principles of Software Engineering,2026,February,Final,95.3
369751,Student 285,CRS016,Professional Practices and Information Security,2026,February,Final,71.6
369751,Student 285,CRS012,Ideating Start-up,2026,February,Final,66.2
369751,Student 285,CRS006,Systems Analysis and Design,2026,February,Final,59.5
335565,Student 284,CRS012,Ideating Start-up,2026,February,Final,71.7
335565,Student 284,CRS010,Computer Networks,2026,February,Final,66.8
335565,Student 284,CRS006,Systems Analysis and Design,2026,February,Final,54.0
343911,Student 283,CRS002,Computer Architecture and Organisation,2026,February,Final,41.5
343911,Student 283,CRS017,Industrial Project I,2026,February,Final,48.4
343911,Student 283,CRS001,Database Systems,2026,February,Final,55.9
371104,Student 282,CRS011,Machine Learning and Intelligent System,2026,February,Final,65.8
371104,Student 282,CRS018,Industrial Project II,2026,February,Final,68.5
371104,Student 282,CRS007,Data Structures and Algorithms,2026,February,Final,53.4
371104,Student 282,CRS002,Computer Architecture and Organisation,2026,February,Final,55.7
371104,Student 282,CRS013,Capstone Project I,2026,February,Final,73.9
314853,Student 281,CRS014,Capstone Project II,2026,February,Final,67.4
314853,Student 281,CRS007,Data Structures and Algorithms,2026,February,Final,49.0
314853,Student 281,CRS002,Computer Architecture and Organisation,2026,February,Final,39.6
338760,Student 280,CRS008,Operating Systems,2026,February,Final,66.6
338760,Student 280,CRS015,Human Computer Interaction,2026,February,Final,42.7
338760,Student 280,CRS009,Advanced Programming,2026,February,Final,81.8
338760,Student 280,CRS005,Principles of Software Engineering,2026,February,Final,88.2
314405,Student 279,CRS009,Advanced Programming,2026,February,Final,80.0
314405,Student 279,CRS001,Database Systems,2026,February,Final,59.6
314405,Student 279,CRS010,Computer Networks,2026,February,Final,62.5
314228,Student 278,CRS002,Computer Architecture and Organisation,2026,February,Final,53.0
314228,Student 278,CRS008,Operating Systems,2026,February,Final,81.0
314228,Student 278,CRS001,Database Systems,2026,February,Final,43.3
314228,Student 278,CRS005,Principles of Software Engineering,2026,February,Final,78.1
314228,Student 278,CRS013,Capstone Project I,2026,February,Final,46.8
325431,Student 277,CRS013,Capstone Project I,2026,February,Final,38.7
325431,Student 277,CRS009,Advanced Programming,2026,February,Final,70.3
325431,Student 277,CRS015,Human Computer Interaction,2026,February,Final,71.4
325431,Student 277,CRS014,Capstone Project II,2026,February,Final,59.0
325431,Student 277,CRS003,Object Oriented Programming,2026,February,Final,43.5
376571,Student 276,CRS013,Capstone Project I,2026,February,Final,60.8
376571,Student 276,CRS007,Data Structures and Algorithms,2026,February,Final,52.7
376571,Student 276,CRS001,Database Systems,2026,February,Final,72.5
376571,Student 276,CRS003,Object Oriented Programming,2026,February,Final,44.2
376571,Student 276,CRS015,Human Computer Interaction,2026,February,Final,82.8
333618,Student 275,CRS011,Machine Learning and Intelligent System,2026,February,Final,65.8
333618,Student 275,CRS006,Systems Analysis and Design,2026,February,Final,56.9
333618,Student 275,CRS014,Capstone Project II,2026,February,Final,38.4
333618,Student 275,CRS018,Industrial Project II,2026,February,Final,71.3
333618,Student 275,CRS008,Operating Systems,2026,February,Final,80.4
317062,Student 274,CRS010,Computer Networks,2026,February,Final,83.3
317062,Student 274,CRS009,Advanced Programming,2026,February,Final,67.6
317062,Student 274,CRS013,Capstone Project I,2026,February,Final,65.3
336440,Student 273,CRS008,Operating Systems,2026,February,Final,44.6
336440,Student 273,CRS007,Data Structures and Algorithms,2026,February,Final,42.8
336440,Student 273,CRS010,Computer Networks,2026,February,Final,65.1
382179,Student 272,CRS010,Computer Networks,2026,February,Final,65.4
382179,Student 272,CRS005,Principles of Software Engineering,2026,February,Final,77.3
382179,Student 272,CRS009,Advanced Programming,2026,February,Final,27.4
378690,Student 271,CRS006,Systems Analysis and Design,2026,February,Final,48.6
378690,Student 271,CRS010,Computer Networks,2026,February,Final,77.0
378690,Student 271,CRS001,Database Systems,2026,February,Final,51.2
378690,Student 271,CRS008,Operating Systems,2026,February,Final,23.0
391929,Student 270,CRS005,Principles of Software Engineering,2026,February,Final,48.4
391929,Student 270,CRS002,Computer Architecture and Organisation,2026,February,Final,62.2
391929,Student 270,CRS003,Object Oriented Programming,2026,February,Final,66.3
391929,Student 270,CRS006,Systems Analysis and Design,2026,February,Final,28.8
315787,Student 269,CRS017,Industrial Project I,2026,February,Final,71.5
315787,Student 269,CRS008,Operating Systems,2026,February,Final,51.4
315787,Student 269,CRS010,Computer Networks,2026,February,Final,25.6
310685,Student 268,CRS010,Computer Networks,2026,February,Final,62.3
310685,Student 268,CRS004,Discrete Structures,2026,February,Final,74.8
310685,Student 268,CRS005,Principles of Software Engineering,2026,February,Final,34.3
381545,Student 267,CRS005,Principles of Software Engineering,2026,February,Final,58.5
381545,Student 267,CRS015,Human Computer Interaction,2026,February,Final,63.0
381545,Student 267,CRS008,Operating Systems,2026,February,Final,61.8
317599,Student 266,CRS016,Professional Practices and Information Security,2026,February,Final,55.3
317599,Student 266,CRS012,Ideating Start-up,2026,February,Final,40.6
317599,Student 266,CRS006,Systems Analysis and Design,2026,February,Final,67.9
317599,Student 266,CRS002,Computer Architecture and Organisation,2026,February,Final,28.7
314763,Student 265,CRS003,Object Oriented Programming,2026,February,Final,58.0
314763,Student 265,CRS010,Computer Networks,2026,February,Final,89.0
314763,Student 265,CRS012,Ideating Start-up,2026,February,Final,76.0
384145,Student 264,CRS009,Advanced Programming,2026,February,Final,71.3
384145,Student 264,CRS005,Principles of Software Engineering,2026,February,Final,10.1
384145,Student 264,CRS018,Industrial Project II,2026,February,Final,50.1
384145,Student 264,CRS004,Discrete Structures,2026,February,Final,43.3
384145,Student 264,CRS008,Operating Systems,2026,February,Final,51.4
321284,Student 263,CRS005,Principles of Software Engineering,2026,February,Final,57.2
321284,Student 263,CRS009,Advanced Programming,2026,February,Final,72.5
321284,Student 263,CRS011,Machine Learning and Intelligent System,2026,February,Final,55.1
321284,Student 263,CRS018,Industrial Project II,2026,February,Final,50.0
321284,Student 263,CRS007,Data Structures and Algorithms,2026,February,Final,43.0
323746,Student 262,CRS011,Machine Learning and Intelligent System,2026,February,Final,74.5
323746,Student 262,CRS014,Capstone Project II,2026,February,Final,77.1
323746,Student 262,CRS006,Systems Analysis and Design,2026,February,Final,42.8
361182,Student 261,CRS012,Ideating Start-up,2026,February,Final,57.3
361182,Student 261,CRS001,Database Systems,2026,February,Final,71.1
361182,Student 261,CRS014,Capstone Project II,2026,February,Final,58.7
361182,Student 261,CRS011,Machine Learning and Intelligent System,2026,February,Final,60.0
361182,Student 261,CRS015,Human Computer Interaction,2026,February,Final,55.0
322944,Student 260,CRS003,Object Oriented Programming,2026,February,Final,56.2
322944,Student 260,CRS001,Database Systems,2026,February,Final,63.2
322944,Student 260,CRS013,Capstone Project I,2026,February,Final,94.5
322944,Student 260,CRS018,Industrial Project II,2026,February,Final,54.3
322944,Student 260,CRS002,Computer Architecture and Organisation,2026,February,Final,41.0
399778,Student 259,CRS009,Advanced Programming,2026,February,Final,75.3
399778,Student 259,CRS013,Capstone Project I,2026,February,Final,47.6
399778,Student 259,CRS018,Industrial Project II,2026,February,Final,65.9
386226,Student 258,CRS007,Data Structures and Algorithms,2026,February,Final,69.7
386226,Student 258,CRS004,Discrete Structures,2026,February,Final,93.3
386226,Student 258,CRS015,Human Computer Interaction,2026,February,Final,60.0
317900,Student 257,CRS001,Database Systems,2026,February,Final,44.7
317900,Student 257,CRS012,Ideating Start-up,2026,February,Final,73.9
317900,Student 257,CRS013,Capstone Project I,2026,February,Final,76.5
317900,Student 257,CRS014,Capstone Project II,2026,February,Final,56.0
379830,Student 256,CRS016,Professional Practices and Information Security,2026,February,Final,47.0
379830,Student 256,CRS005,Principles of Software Engineering,2026,February,Final,39.3
379830,Student 256,CRS009,Advanced Programming,2026,February,Final,58.0
345439,Student 255,CRS009,Advanced Programming,2026,February,Final,74.6
345439,Student 255,CRS007,Data Structures and Algorithms,2026,February,Final,42.0
345439,Student 255,CRS006,Systems Analysis and Design,2026,February,Final,36.5
349488,Student 254,CRS006,Systems Analysis and Design,2026,February,Final,47.4
349488,Student 254,CRS015,Human Computer Interaction,2026,February,Final,55.6
349488,Student 254,CRS008,Operating Systems,2026,February,Final,64.4
349488,Student 254,CRS010,Computer Networks,2026,February,Final,81.8
349488,Student 254,CRS002,Computer Architecture and Organisation,2026,February,Final,52.0
358764,Student 253,CRS009,Advanced Programming,2026,February,Final,69.9
358764,Student 253,CRS008,Operating Systems,2026,February,Final,44.5
358764,Student 253,CRS013,Capstone Project I,2026,February,Final,92.0
358764,Student 253,CRS014,Capstone Project II,2026,February,Final,56.0
358764,Student 253,CRS003,Object Oriented Programming,2026,February,Final,59.6
376776,Student 252,CRS007,Data Structures and Algorithms,2026,February,Final,59.3
376776,Student 252,CRS014,Capstone Project II,2026,February,Final,76.4
376776,Student 252,CRS018,Industrial Project II,2026,February,Final,30.7
376776,Student 252,CRS011,Machine Learning and Intelligent System,2026,February,Final,52.1
355547,Student 251,CRS013,Capstone Project I,2026,February,Final,78.4
355547,Student 251,CRS004,Discrete Structures,2026,February,Final,42.7
355547,Student 251,CRS007,Data Structures and Algorithms,2026,February,Final,49.1
355547,Student 251,CRS002,Computer Architecture and Organisation,2026,February,Final,53.1
355547,Student 251,CRS015,Human Computer Interaction,2026,February,Final,67.1
352016,Student 250,CRS016,Professional Practices and Information Security,2026,February,Final,58.8
352016,Student 250,CRS004,Discrete Structures,2026,February,Final,39.9
352016,Student 250,CRS017,Industrial Project I,2026,February,Final,56.0
340051,Student 249,CRS014,Capstone Project II,2026,February,Final,61.4
340051,Student 249,CRS017,Industrial Project I,2026,February,Final,26.6
340051,Student 249,CRS008,Operating Systems,2026,February,Final,60.0
340051,Student 249,CRS013,Capstone Project I,2026,February,Final,65.5
346073,Student 248,CRS005,Principles of Software Engineering,2026,February,Final,56.6
346073,Student 248,CRS017,Industrial Project I,2026,February,Final,62.5
346073,Student 248,CRS002,Computer Architecture and Organisation,2026,February,Final,45.9
346073,Student 248,CRS014,Capstone Project II,2026,February,Final,75.7
378057,Student 247,CRS002,Computer Architecture and Organisation,2026,February,Final,74.1
378057,Student 247,CRS004,Discrete Structures,2026,February,Final,57.5
378057,Student 247,CRS018,Industrial Project II,2026,February,Final,69.3
378057,Student 247,CRS008,Operating Systems,2026,February,Final,70.6
358380,Student 246,CRS005,Principles of Software Engineering,2026,February,Final,78.6
358380,Student 246,CRS002,Computer Architecture and Organisation,2026,February,Final,82.5
358380,Student 246,CRS014,Capstone Project II,2026,February,Final,61.1
358380,Student 246,CRS009,Advanced Programming,2026,February,Final,61.9
358380,Student 246,CRS017,Industrial Project I,2026,February,Final,97.1
324490,Student 245,CRS002,Computer Architecture and Organisation,2026,February,Final,77.4
324490,Student 245,CRS008,Operating Systems,2026,February,Final,92.8
324490,Student 245,CRS015,Human Computer Interaction,2026,February,Final,46.1
324490,Student 245,CRS007,Data Structures and Algorithms,2026,February,Final,48.1
324490,Student 245,CRS016,Professional Practices and Information Security,2026,February,Final,64.6
381973,Student 244,CRS002,Computer Architecture and Organisation,2026,February,Final,63.4
381973,Student 244,CRS014,Capstone Project II,2026,February,Final,67.3
381973,Student 244,CRS007,Data Structures and Algorithms,2026,February,Final,59.4
381973,Student 244,CRS008,Operating Systems,2026,February,Final,59.3
381973,Student 244,CRS001,Database Systems,2026,February,Final,20.8
322982,Student 243,CRS012,Ideating Start-up,2026,February,Final,70.9
322982,Student 243,CRS009,Advanced Programming,2026,February,Final,73.0
322982,Student 243,CRS005,Principles of Software Engineering,2026,February,Final,61.6
323668,Student 242,CRS007,Data Structures and Algorithms,2026,February,Final,36.0
323668,Student 242,CRS016,Professional Practices and Information Security,2026,February,Final,54.1
323668,Student 242,CRS004,Discrete Structures,2026,February,Final,53.3
323668,Student 242,CRS003,Object Oriented Programming,2026,February,Final,45.5
323668,Student 242,CRS005,Principles of Software Engineering,2026,February,Final,37.0
381349,Student 241,CRS003,Object Oriented Programming,2026,February,Final,43.1
381349,Student 241,CRS015,Human Computer Interaction,2026,February,Final,63.8
381349,Student 241,CRS012,Ideating Start-up,2026,February,Final,65.1
375390,Student 240,CRS006,Systems Analysis and Design,2026,February,Final,54.5
375390,Student 240,CRS015,Human Computer Interaction,2026,February,Final,57.3
375390,Student 240,CRS002,Computer Architecture and Organisation,2026,February,Final,64.1
375390,Student 240,CRS017,Industrial Project I,2026,February,Final,94.8
375390,Student 240,CRS018,Industrial Project II,2026,February,Final,58.2
370447,Student 239,CRS011,Machine Learning and Intelligent System,2026,February,Final,50.9
370447,Student 239,CRS018,Industrial Project II,2026,February,Final,81.9
370447,Student 239,CRS010,Computer Networks,2026,February,Final,36.0
370447,Student 239,CRS005,Principles of Software Engineering,2026,February,Final,72.0
370447,Student 239,CRS014,Capstone Project II,2026,February,Final,49.8
322057,Student 238,CRS015,Human Computer Interaction,2026,February,Final,23.0
322057,Student 238,CRS005,Principles of Software Engineering,2026,February,Final,62.9
322057,Student 238,CRS003,Object Oriented Programming,2026,February,Final,52.3
356891,Student 237,CRS004,Discrete Structures,2026,February,Final,33.2
356891,Student 237,CRS012,Ideating Start-up,2026,February,Final,100.0
356891,Student 237,CRS008,Operating Systems,2026,February,Final,63.8
356891,Student 237,CRS015,Human Computer Interaction,2026,February,Final,29.2
398246,Student 236,CRS008,Operating Systems,2026,February,Final,72.6
398246,Student 236,CRS002,Computer Architecture and Organisation,2026,February,Final,73.3
398246,Student 236,CRS014,Capstone Project II,2026,February,Final,66.8
398246,Student 236,CRS013,Capstone Project I,2026,February,Final,55.2
351756,Student 235,CRS008,Operating Systems,2026,February,Final,27.1
351756,Student 235,CRS010,Computer Networks,2026,February,Final,27.6
351756,Student 235,CRS011,Machine Learning and Intelligent System,2026,February,Final,37.8
351756,Student 235,CRS016,Professional Practices and Information Security,2026,February,Final,34.4
351756,Student 235,CRS012,Ideating Start-up,2026,February,Final,42.3
317331,Student 234,CRS013,Capstone Project I,2026,February,Final,75.8
317331,Student 234,CRS007,Data Structures and Algorithms,2026,February,Final,34.8
317331,Student 234,CRS006,Systems Analysis and Design,2026,February,Final,72.2
371665,Student 233,CRS007,Data Structures and Algorithms,2026,February,Final,35.3
371665,Student 233,CRS017,Industrial Project I,2026,February,Final,74.3
371665,Student 233,CRS005,Principles of Software Engineering,2026,February,Final,53.1
392921,Student 232,CRS012,Ideating Start-up,2026,February,Final,23.0
392921,Student 232,CRS002,Computer Architecture and Organisation,2026,February,Final,64.9
392921,Student 232,CRS009,Advanced Programming,2026,February,Final,65.7
376012,Student 231,CRS008,Operating Systems,2026,February,Final,47.8
376012,Student 231,CRS010,Computer Networks,2026,February,Final,51.0
376012,Student 231,CRS011,Machine Learning and Intelligent System,2026,February,Final,34.3
376585,Student 230,CRS003,Object Oriented Programming,2026,February,Final,74.9
376585,Student 230,CRS015,Human Computer Interaction,2026,February,Final,74.3
376585,Student 230,CRS014,Capstone Project II,2026,February,Final,31.9
363992,Student 229,CRS012,Ideating Start-up,2026,February,Final,40.1
363992,Student 229,CRS018,Industrial Project II,2026,February,Final,64.2
363992,Student 229,CRS011,Machine Learning and Intelligent System,2026,February,Final,59.0
367421,Student 228,CRS007,Data Structures and Algorithms,2026,February,Final,55.5
367421,Student 228,CRS001,Database Systems,2026,February,Final,41.3
367421,Student 228,CRS016,Professional Practices and Information Security,2026,February,Final,76.7
367421,Student 228,CRS014,Capstone Project II,2026,February,Final,59.7
367421,Student 228,CRS018,Industrial Project II,2026,February,Final,61.7
317260,Student 227,CRS001,Database Systems,2026,February,Final,62.1
317260,Student 227,CRS011,Machine Learning and Intelligent System,2026,February,Final,59.5
317260,Student 227,CRS007,Data Structures and Algorithms,2026,February,Final,49.6
317260,Student 227,CRS004,Discrete Structures,2026,February,Final,71.6
366484,Student 226,CRS004,Discrete Structures,2026,February,Final,65.5
366484,Student 226,CRS006,Systems Analysis and Design,2026,February,Final,31.2
366484,Student 226,CRS017,Industrial Project I,2026,February,Final,78.4
394882,Student 225,CRS018,Industrial Project II,2026,February,Final,58.7
394882,Student 225,CRS002,Computer Architecture and Organisation,2026,February,Final,61.4
394882,Student 225,CRS017,Industrial Project I,2026,February,Final,79.8
394882,Student 225,CRS005,Principles of Software Engineering,2026,February,Final,42.1
384978,Student 224,CRS005,Principles of Software Engineering,2026,February,Final,71.4
384978,Student 224,CRS004,Discrete Structures,2026,February,Final,63.7
384978,Student 224,CRS010,Computer Networks,2026,February,Final,71.8
321913,Student 223,CRS017,Industrial Project I,2026,February,Final,79.7
321913,Student 223,CRS009,Advanced Programming,2026,February,Final,56.1
321913,Student 223,CRS002,Computer Architecture and Organisation,2026,February,Final,47.3
321913,Student 223,CRS007,Data Structures and Algorithms,2026,February,Final,69.9
321913,Student 223,CRS010,Computer Networks,2026,February,Final,81.3
380655,Student 222,CRS007,Data Structures and Algorithms,2026,February,Final,77.2
380655,Student 222,CRS004,Discrete Structures,2026,February,Final,40.1
380655,Student 222,CRS013,Capstone Project I,2026,February,Final,61.4
378904,Student 221,CRS010,Computer Networks,2026,February,Final,39.0
378904,Student 221,CRS001,Database Systems,2026,February,Final,58.4
378904,Student 221,CRS013,Capstone Project I,2026,February,Final,39.1
378904,Student 221,CRS016,Professional Practices and Information Security,2026,February,Final,61.7
378904,Student 221,CRS007,Data Structures and Algorithms,2026,February,Final,76.0
