Age,Study_Hours_per_Day,Attendance_Rate,Assignment_Delay_Days,Stress_Index,GPA,Semester_GPA,CGPA,Dropout,Internet_Access_Yes,Part_Time_Job_Yes,Scholarship_Yes,Semester_Year 2,Semester_Year 3,Semester_Year 4,Department_Business,Department_CS,Department_Engineering,Department_Science
18,3,81,1,4,4,4,4,0,1,0,0,0,0,0,1,0,0,0
22,3,85,0,2,4,4,4,0,0,0,1,0,0,0,0,0,0,1
22,2,89,1,6,2,2,2,0,1,0,1,0,0,1,1,0,0,0
18,3,71,1,7,1,1,0,0,1,0,0,0,1,0,1,0,0,0
22,4,82,3,6,1,1,1,1,1,0,0,0,1,0,1,0,0,0
24,2,74,2,5,1,1,1,0,1,0,1,1,0,0,0,0,0,0
18,2,71,1,3,3,3,3,0,1,0,1,0,1,0,0,0,0,1
19,5,84,0,4,3,3,3,0,1,1,0,0,1,0,0,0,0,0
23,4,82,3,6,3,3,3,0,1,1,1,0,0,1,0,0,1,0
21,4,85,0,4,2,2,2,0,1,0,0,0,0,0,0,0,0,1
22,3,86,2,3,2,2,2,0,1,0,0,0,1,0,0,0,1,0
21,4,78,4,2,3,3,3,0,0,1,0,0,0,1,0,0,1,0
21,0,90,1,6,1,1,2,0,1,0,0,0,0,1,1,0,0,0
18,2,74,2,6,2,2,2,0,1,1,0,1,0,0,0,0,1,0
23,4,73,3,7,1,1,1,1,1,1,0,0,1,0,0,1,0,0
23,3,85,1,1,3,3,3,0,1,0,0,1,0,0,0,0,0,1
20,3,83,2,7,2,2,2,0,1,0,0,0,1,0,0,0,0,0
20,4,75,1,7,1,0,0,0,0,0,1,1,0,0,0,0,0,0
17,3,75,2,7,2,2,2,0,1,1,0,0,1,0,0,0,0,0
22,3,85,3,5,4,4,4,0,1,0,0,0,0,1,0,0,0,0
22,3,84,1,5,2,2,2,0,0,0,1,0,1,0,1,0,0,0
20,4,73,0,5,2,2,2,1,1,1,0,0,0,0,0,0,1,0
23,1,76,0,3,1,2,2,0,1,1,0,1,0,0,0,0,1,0
20,4,74,1,3,2,2,2,0,1,1,0,0,1,0,0,0,1,0
22,3,65,2,5,1,1,1,1,1,0,0,0,1,0,0,0,0,0
18,4,92,2,5,3,3,4,0,1,0,1,0,0,1,1,0,0,0
20,3,83,2,6,1,1,1,0,1,0,0,0,1,0,0,0,1,0
20,3,91,0,4,1,1,1,0,1,0,0,0,0,0,0,0,1,0
21,5,79,1,2,3,3,3,0,1,0,0,0,1,0,0,0,0,0
20,4,74,1,2,3,3,3,0,1,0,0,0,0,0,0,0,0,1
20,5,75,2,4,1,1,1,0,1,1,0,0,0,1,0,1,0,0
22,2,75,1,6,0,0,0,1,1,1,1,0,0,0,0,0,1,0
20,4,77,0,4,3,3,3,0,1,1,1,0,1,0,0,0,0,0
17,3,69,1,6,1,1,1,1,0,0,0,1,0,0,0,0,1,0
24,1,78,3,2,0,0,0,0,1,1,0,1,0,0,0,0,1,0
24,5,77,2,5,2,2,2,0,1,1,0,0,0,1,0,0,0,1
18,5,89,0,5,4,3,3,0,1,1,1,0,0,0,0,0,0,0
22,5,86,0,7,2,2,2,0,1,0,0,0,0,0,0,0,1,0
19,2,78,1,5,1,1,1,0,1,0,0,0,0,1,0,0,0,0
21,4,85,2,6,3,3,2,0,1,0,0,0,1,0,0,1,0,0
21,3,73,2,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20,5,71,2,5,4,3,3,0,1,0,1,0,1,0,0,1,0,0
19,2,81,2,8,0,0,0,1,1,0,1,0,0,0,0,0,0,0
19,3,82,3,5,1,0,0,1,1,1,1,0,0,0,0,0,0,0
19,4,80,1,4,0,0,0,0,1,1,0,0,0,0,0,0,1,0
19,4,92,2,5,3,3,3,0,1,1,1,1,0,0,0,0,1,0
20,4,87,1,4,0,0,0,1,1,0,0,0,0,0,0,1,0,0
19,3,90,1,4,1,0,0,0,1,1,1,1,0,0,1,0,0,0
22,3,77,3,4,1,2,2,1,1,0,0,0,1,0,0,0,0,1
24,3,84,2,5,1,2,2,0,1,1,0,0,0,0,0,0,0,0
19,4,73,2,6,1,1,1,0,1,1,0,0,0,0,0,0,0,1
21,2,76,1,2,2,2,2,0,1,0,1,1,0,0,0,1,0,0
22,4,84,1,5,1,0,0,0,1,1,1,0,0,0,0,0,0,1
22,3,74,2,5,2,2,2,0,1,0,0,0,1,0,0,0,0,0
21,1,75,1,8,1,1,1,1,1,1,1,0,0,1,1,0,0,0
22,1,85,1,4,0,0,0,0,0,1,0,0,1,0,0,0,0,1
22,2,75,1,7,0,0,0,1,1,0,0,1,0,0,0,1,0,0
18,3,89,1,4,3,2,3,0,1,0,0,0,0,1,0,0,0,0
22,4,80,1,4,3,3,3,0,1,1,0,0,0,1,0,1,0,0
23,3,80,0,6,2,3,2,1,1,0,0,0,1,0,0,0,0,0
19,1,84,1,6,0,0,0,0,1,0,0,1,0,0,1,0,0,0
21,5,80,2,5,2,2,2,0,1,1,0,1,0,0,0,0,0,1
22,4,84,2,5,2,1,1,0,1,1,0,0,0,0,0,0,0,0
20,3,74,2,5,1,1,1,1,0,0,0,0,0,0,0,0,1,0
23,4,60,2,6,2,2,2,1,1,0,1,0,1,0,1,0,0,0
26,2,70,2,5,1,1,1,0,1,1,1,0,0,1,0,0,0,1
19,5,78,1,5,3,3,3,0,1,1,1,1,0,0,0,0,1,0
18,4,85,3,7,2,3,3,0,1,1,1,1,0,0,0,0,0,1
21,3,99,1,5,2,2,2,0,0,1,0,0,1,0,1,0,0,0
22,3,77,3,6,2,2,2,0,1,1,1,0,0,1,0,1,0,0
20,4,76,2,10,0,0,0,1,1,0,1,0,0,0,0,0,0,0
24,4,84,5,1,3,3,3,0,1,0,1,1,0,0,0,0,1,0
18,1,83,2,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
22,2,84,3,3,1,1,1,0,1,1,0,0,0,0,0,1,0,0
19,3,80,1,4,1,0,0,1,1,1,0,0,0,0,0,1,0,0
24,3,66,2,8,1,1,1,1,1,1,0,0,1,0,0,0,0,1
25,3,83,1,1,4,3,3,0,1,0,0,0,0,0,0,0,0,0
19,5,81,4,6,3,3,3,0,1,1,0,0,0,1,0,1,0,0
19,3,69,3,2,2,2,2,1,1,1,1,0,0,0,0,1,0,0
22,2,86,4,5,0,0,0,0,1,1,0,0,0,1,0,0,0,1
20,3,87,3,6,1,1,1,1,0,0,0,0,0,0,0,0,0,1
20,5,86,2,7,2,2,2,1,1,0,0,0,0,1,0,0,0,1
21,4,78,2,5,2,3,3,0,1,1,0,0,0,0,0,0,1,0
17,3,83,2,5,2,2,2,0,1,0,0,0,0,1,0,1,0,0
21,3,74,2,1,2,2,2,0,0,0,0,0,1,0,0,0,0,1
19,1,70,2,9,0,0,0,1,1,1,0,0,1,0,0,0,1,0
19,3,81,4,6,3,3,3,0,1,1,0,1,0,0,0,0,0,1
24,4,70,3,6,3,3,3,0,0,0,0,0,0,1,0,0,1,0
18,4,80,1,7,3,3,3,0,0,1,1,0,0,0,0,0,0,0
22,3,81,3,5,3,2,2,0,1,0,0,0,0,0,0,1,0,0
20,3,75,2,6,1,1,1,0,0,1,0,0,0,0,0,0,0,1
20,5,97,2,6,3,2,2,0,1,0,1,1,0,0,1,0,0,0
22,4,77,2,5,3,2,2,0,1,1,0,0,0,1,1,0,0,0
21,2,83,0,6,0,0,0,0,1,0,0,1,0,0,0,0,1,0
22,3,80,4,9,2,2,2,0,1,0,0,0,0,1,0,1,0,0
23,3,89,3,8,2,2,2,0,1,0,0,0,0,0,0,0,0,1
20,3,79,1,8,2,2,2,0,1,1,1,0,0,1,0,0,0,1
19,3,71,2,8,0,0,0,1,1,1,0,1,0,0,0,0,0,0
18,4,85,1,3,3,3,3,0,1,0,0,0,1,0,0,0,0,0
19,3,70,1,4,1,1,1,1,1,0,0,0,1,0,0,0,0,1
27,5,75,1,3,1,1,1,1,1,1,0,0,0,1,0,0,0,1
23,4,77,0,10,0,0,0,1,0,0,1,0,0,0,0,0,0,1
18,3,78,1,5,0,0,0,1,1,0,1,0,1,0,1,0,0,0
18,3,79,3,3,1,1,1,0,1,1,1,0,1,0,1,0,0,0
22,3,78,5,3,2,2,2,0,1,0,1,0,1,0,0,0,0,0
22,2,83,0,5,1,1,1,1,0,0,0,0,1,0,0,0,0,0
22,3,76,1,3,3,2,2,0,1,0,0,0,0,1,0,1,0,0
20,4,85,3,8,1,1,1,1,0,1,0,0,0,1,0,0,0,0
20,5,75,0,6,2,1,1,0,1,0,0,1,0,0,0,0,1,0
21,4,71,2,6,1,1,1,0,1,0,1,0,0,0,0,0,1,0
21,8,72,1,3,3,3,3,0,1,0,0,1,0,0,0,0,0,0
17,4,78,3,3,3,3,3,0,1,1,1,1,0,0,0,0,1,0
20,1,89,4,6,1,1,1,0,1,0,0,0,1,0,0,0,0,1
19,4,81,0,5,2,2,2,0,1,0,0,0,0,1,0,0,1,0
21,5,78,1,3,2,2,2,0,1,0,1,0,0,0,0,0,1,0
27,3,81,3,5,2,2,2,0,1,1,0,0,1,0,0,0,1,0
21,4,72,1,5,1,1,1,0,1,0,0,1,0,0,0,0,0,0
20,1,68,3,6,2,2,2,1,1,0,0,0,0,1,1,0,0,0
23,3,74,0,9,1,1,1,1,1,0,0,0,1,0,0,1,0,0
22,2,73,4,1,2,2,2,0,1,1,1,1,0,0,0,0,0,1
21,3,100,1,6,3,4,4,0,1,0,0,0,0,0,0,0,1,0
22,3,97,1,4,3,3,3,0,1,1,0,0,0,0,0,0,0,1
25,5,97,2,6,1,2,2,0,1,1,0,1,0,0,0,0,1,0
18,5,72,0,5,1,0,0,0,1,1,1,1,0,0,0,0,0,1
22,3,96,2,6,4,3,3,0,1,0,0,1,0,0,0,0,0,0
19,3,76,3,3,4,4,3,0,1,0,1,0,1,0,1,0,0,0
22,5,95,2,7,2,2,2,0,1,1,0,0,1,0,1,0,0,0
19,4,85,1,5,1,2,2,0,1,0,0,0,1,0,0,0,0,1
20,4,74,1,8,2,2,2,0,1,0,0,0,0,0,0,0,0,1
20,5,95,2,8,3,3,3,0,1,0,0,0,0,1,1,0,0,0
23,3,94,2,5,3,3,3,0,1,0,1,0,0,0,1,0,0,0
23,5,73,0,7,3,3,3,0,0,0,1,0,0,1,0,0,0,0
18,3,84,4,7,3,3,3,0,1,1,1,0,1,0,0,1,0,0
21,1,66,0,7,0,0,0,1,0,0,0,0,0,0,1,0,0,0
19,2,78,1,7,2,2,2,0,1,1,0,0,0,1,0,0,0,0
18,2,78,4,3,2,2,2,0,1,0,1,0,0,0,1,0,0,0
20,5,78,3,6,1,1,1,0,1,0,1,0,1,0,0,0,1,0
20,3,94,1,3,3,3,3,0,0,1,0,0,0,1,0,1,0,0
26,3,71,2,4,2,3,2,0,1,0,1,0,1,0,0,0,1,0
22,4,65,3,5,3,3,3,0,1,1,1,0,0,0,1,0,0,0
18,2,88,1,6,3,2,2,0,1,1,1,0,0,1,0,0,1,0
19,3,71,2,5,1,1,1,1,1,1,1,0,1,0,1,0,0,0
23,4,74,2,5,2,1,1,0,1,0,1,1,0,0,0,1,0,0
25,3,90,3,7,2,2,2,0,0,1,0,0,0,1,0,0,1,0
17,4,92,3,7,3,3,3,0,1,0,0,1,0,0,1,0,0,0
17,4,78,0,6,1,1,1,1,1,0,0,1,0,0,0,0,1,0
25,2,88,1,6,0,0,0,0,1,0,0,1,0,0,0,0,0,0
21,1,94,3,6,0,0,0,1,0,0,0,0,0,1,0,1,0,0
19,4,78,2,9,0,0,0,1,1,0,1,0,1,0,0,0,0,0
22,1,88,1,5,2,3,3,0,1,1,1,0,1,0,1,0,0,0
17,4,78,5,4,2,3,3,0,1,1,1,0,0,0,0,0,0,0
21,4,71,2,5,1,1,1,0,1,0,0,0,0,0,0,0,0,1
21,5,82,1,3,2,3,3,0,1,0,1,0,1,0,0,1,0,0
23,3,80,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0
18,6,74,1,6,0,0,0,0,1,0,0,0,0,0,0,1,0,0
21,2,79,0,4,1,0,0,1,1,0,0,1,0,0,0,0,1,0
19,5,80,3,5,1,0,0,0,1,0,0,0,1,0,1,0,0,0
21,3,84,0,5,3,3,3,0,1,0,0,0,1,0,1,0,0,0
19,4,90,2,4,3,3,3,0,1,0,0,1,0,0,1,0,0,0
20,4,90,1,3,2,2,2,0,1,0,1,0,1,0,0,0,0,0
18,5,81,6,7,3,3,3,1,1,0,0,0,0,0,0,1,0,0
22,2,77,2,8,2,2,2,1,1,0,1,1,0,0,0,0,0,0
22,6,92,0,7,4,3,3,0,1,0,0,0,1,0,0,0,0,0
20,1,81,3,7,0,0,0,1,1,1,0,1,0,0,0,1,0,0
21,3,77,2,4,2,2,2,0,1,0,1,0,1,0,0,0,1,0
17,4,83,0,5,3,3,3,0,1,0,0,1,0,0,0,0,0,0
20,5,67,1,4,3,4,3,0,1,1,0,0,1,0,0,1,0,0
20,2,78,0,5,2,2,2,1,1,1,0,1,0,0,0,0,1,0
26,1,77,2,5,0,0,0,0,1,0,1,1,0,0,1,0,0,0
18,5,75,1,3,2,2,2,0,1,0,0,0,0,1,0,1,0,0
24,4,85,1,5,3,3,3,0,1,1,1,0,1,0,1,0,0,0
23,1,90,1,4,1,1,1,1,1,0,1,1,0,0,0,1,0,0
21,3,95,1,6,2,1,1,0,1,0,0,0,0,1,1,0,0,0
24,3,78,2,5,2,2,2,1,1,0,1,0,0,0,0,0,0,0
21,5,79,2,6,2,2,2,0,0,0,0,1,0,0,0,0,0,0
21,3,76,1,6,2,2,2,1,1,1,1,0,0,1,0,0,0,1
20,3,86,2,3,1,1,1,0,1,0,0,0,0,0,0,1,0,0
23,3,67,2,4,2,3,3,0,1,0,0,1,0,0,0,0,0,0
23,6,78,2,4,0,0,0,0,1,0,0,0,1,0,0,0,1,0
19,5,84,1,7,0,0,0,1,1,1,0,0,1,0,1,0,0,0
18,4,77,1,8,0,0,0,0,1,1,1,1,0,0,0,0,0,0
20,4,78,0,5,1,1,1,1,1,0,1,0,1,0,1,0,0,0
19,4,89,0,6,3,3,3,0,1,0,0,0,0,1,0,0,0,0
20,2,81,1,2,4,4,4,0,0,0,0,0,0,0,0,0,0,0
23,5,91,4,6,1,1,1,1,1,0,0,0,1,0,1,0,0,0
20,3,95,3,5,2,2,2,0,1,0,0,0,0,1,0,1,0,0
20,4,71,3,5,0,1,1,0,1,0,0,0,0,1,0,0,0,0
21,3,79,4,5,1,1,1,1,1,0,0,0,0,0,0,0,0,1
22,4,94,1,4,4,4,3,0,1,0,0,1,0,0,0,0,0,1
17,5,61,3,3,2,1,1,0,1,0,1,0,0,1,0,0,0,1
19,5,69,3,5,2,2,2,0,1,0,0,0,1,0,1,0,0,0
21,2,88,2,4,3,4,4,0,1,0,0,0,1,0,0,0,1,0
23,5,100,0,7,3,3,3,0,1,1,1,0,1,0,0,0,1,0
19,0,87,2,6,0,0,0,0,1,0,0,0,0,0,0,1,0,0
17,4,83,0,5,1,1,1,0,1,0,1,0,1,0,1,0,0,0
22,3,78,0,6,3,3,3,0,1,0,0,0,0,0,1,0,0,0
19,2,86,3,8,1,1,1,0,1,1,1,0,1,0,0,0,0,1
18,2,91,1,3,3,2,2,0,1,1,0,0,1,0,0,0,1,0
19,5,88,3,4,2,2,2,0,1,0,0,1,0,0,1,0,0,0
20,4,82,0,9,1,1,1,0,1,0,0,0,0,1,0,0,1,0
19,4,90,1,4,4,4,3,0,1,1,0,1,0,0,0,1,0,0
17,5,84,3,6,1,1,1,0,1,0,0,0,0,1,0,0,0,1
23,3,86,3,7,1,1,1,1,1,1,0,0,0,0,0,0,1,0
23,4,89,1,5,0,0,0,1,1,0,1,0,0,0,0,0,1,0
22,3,74,1,6,1,1,1,0,1,1,0,0,1,0,1,0,0,0
18,0,81,2,5,2,2,2,0,1,0,0,0,1,0,0,0,1,0
20,6,82,1,8,2,2,2,0,1,0,0,0,0,1,1,0,0,0
21,0,72,4,4,0,0,0,1,1,1,0,0,1,0,1,0,0,0
22,3,73,3,3,1,1,1,1,1,0,1,0,0,0,0,0,0,1
22,4,77,2,5,2,2,2,0,1,1,1,0,0,1,0,0,0,0
19,0,90,0,6,1,0,0,1,0,0,0,0,0,1,0,1,0,0
21,3,80,1,5,0,1,1,0,1,0,0,0,0,1,0,0,1,0
22,3,83,3,5,3,3,3,0,1,0,1,0,0,0,1,0,0,0
24,5,84,2,4,3,3,3,0,1,1,0,0,1,0,0,1,0,0
22,4,87,2,4,2,2,2,0,1,1,0,0,0,1,0,1,0,0
22,2,86,2,4,3,2,2,0,1,0,0,1,0,0,0,0,0,1
21,3,82,1,6,0,0,0,1,1,1,0,0,1,0,0,0,1,0
24,2,80,0,5,3,3,3,0,0,0,0,0,1,0,0,0,0,0
21,1,90,5,2,3,3,3,0,1,0,0,0,1,0,1,0,0,0
19,3,78,0,4,1,1,1,0,1,1,0,0,0,1,0,0,0,0
24,5,92,2,5,2,2,2,0,0,1,0,1,0,0,0,0,0,1
22,4,77,2,5,2,2,2,0,1,0,0,0,0,1,0,0,0,1
20,4,79,1,6,2,2,2,0,1,0,1,0,0,1,0,0,1,0
19,2,87,1,8,2,2,2,0,1,1,0,0,0,0,0,1,0,0
21,1,100,3,3,1,1,1,0,1,1,0,0,0,0,0,0,0,0
22,4,66,0,6,1,1,1,0,1,1,0,0,0,0,0,0,0,0
21,5,88,3,6,3,3,3,0,1,1,0,0,0,0,0,0,0,1
21,4,85,2,6,2,1,1,0,1,0,0,0,0,1,1,0,0,0
24,4,78,1,5,0,0,0,1,1,0,1,1,0,0,0,0,1,0
23,3,84,0,4,2,3,3,0,1,0,1,1,0,0,0,0,1,0
21,4,72,2,5,1,1,1,1,1,0,0,1,0,0,0,1,0,0
23,3,75,1,2,3,3,3,0,1,0,1,0,0,1,0,1,0,0
18,4,85,2,3,4,4,4,0,1,0,0,1,0,0,0,0,1,0
21,3,73,1,3,2,2,2,0,1,0,0,0,0,0,0,1,0,0
25,4,83,1,6,2,1,1,1,1,0,0,0,0,0,0,0,0,0
20,5,76,2,6,2,2,2,0,1,1,1,0,0,0,0,0,1,0
19,3,78,2,3,3,3,3,0,1,0,1,0,1,0,0,0,0,0
19,4,90,1,3,2,2,2,0,1,0,0,0,1,0,0,0,0,1
18,3,72,1,2,2,1,1,0,1,0,0,0,0,1,1,0,0,0
19,6,81,0,7,0,0,0,1,1,0,0,0,0,0,1,0,0,0
20,5,85,1,7,2,2,2,0,1,1,0,0,0,0,1,0,0,0
17,4,84,4,6,2,2,2,0,1,1,0,0,0,0,1,0,0,0
21,3,77,1,8,1,2,2,0,0,0,0,0,0,1,0,0,1,0
23,4,84,3,8,1,1,1,0,1,0,1,0,0,1,0,1,0,0
19,2,73,1,3,1,1,1,0,1,0,0,0,1,0,1,0,0,0
24,4,78,2,4,2,2,2,1,0,1,1,0,0,1,0,0,1,0
22,1,94,0,6,2,2,2,0,1,1,1,0,0,0,0,0,0,0
23,2,87,2,1,3,3,3,0,1,0,0,0,0,0,1,0,0,0
19,4,82,3,5,1,1,1,0,1,0,1,0,1,0,0,0,0,1
22,5,85,3,7,1,1,1,1,0,0,0,0,1,0,0,0,0,0
18,4,75,1,4,2,2,2,0,1,0,0,0,0,1,0,1,0,0
23,3,84,2,6,4,3,3,0,1,0,0,0,0,0,0,0,0,0
21,2,78,1,1,4,3,3,0,1,0,0,1,0,0,1,0,0,0
22,3,77,1,6,1,1,1,0,1,1,0,0,0,1,0,0,0,1
18,1,81,2,4,3,3,3,0,1,1,0,0,0,0,0,0,1,0
19,3,77,1,5,2,2,2,0,1,0,0,1,0,0,0,0,0,0
22,6,83,1,3,3,3,3,0,1,1,0,0,0,1,0,0,0,0
18,4,85,1,8,0,0,0,0,1,0,1,0,0,0,0,0,0,1
22,4,79,3,5,3,3,3,0,1,0,1,0,0,0,0,1,0,0
18,1,59,4,5,1,1,1,0,1,1,0,0,1,0,0,0,0,1
22,5,75,1,9,2,2,2,0,1,1,0,0,0,0,0,1,0,0
18,5,73,3,3,1,0,0,1,1,1,0,1,0,0,0,0,0,0
22,4,85,1,5,2,2,2,1,1,0,0,0,1,0,0,0,0,0
22,4,76,2,4,1,1,1,0,1,1,1,0,0,0,0,1,0,0
19,3,78,1,4,0,0,0,1,1,0,0,0,1,0,0,1,0,0
22,3,88,0,6,2,2,2,0,1,0,0,0,1,0,0,0,1,0
21,7,75,1,5,2,3,3,0,0,1,0,1,0,0,0,0,0,1
19,4,83,1,5,3,3,3,0,1,1,0,0,1,0,1,0,0,0
18,6,77,0,8,1,1,1,1,1,1,1,1,0,0,0,1,0,0
17,6,78,3,5,1,1,1,0,1,1,0,0,0,1,1,0,0,0
21,4,72,1,2,3,3,3,0,1,0,1,0,1,0,0,0,0,1
17,3,77,1,5,3,2,2,0,1,0,0,0,1,0,1,0,0,0
21,4,71,2,5,2,2,2,0,1,1,0,1,0,0,0,0,0,1
20,4,74,1,3,2,2,2,0,1,0,1,0,1,0,0,1,0,0
22,4,76,2,8,1,2,2,1,1,0,0,0,0,1,1,0,0,0
20,3,99,3,6,3,3,3,0,0,0,0,1,0,0,0,0,1,0
20,3,84,3,3,2,1,1,1,1,0,1,1,0,0,1,0,0,0
22,4,84,0,4,2,2,2,0,1,0,0,0,0,0,0,0,0,0
21,4,77,0,4,2,1,1,0,1,1,0,0,0,0,0,0,1,0
21,3,90,2,4,3,2,2,0,1,1,1,1,0,0,0,1,0,0
22,5,91,0,3,2,2,2,0,1,0,0,0,0,0,0,1,0,0
17,3,77,2,4,1,1,1,1,1,1,1,0,1,0,0,0,1,0
22,4,90,0,5,3,2,2,0,1,0,0,0,1,0,0,0,0,0
22,2,92,4,7,0,0,0,0,1,0,0,0,1,0,0,0,0,0
18,3,65,1,6,1,0,0,0,1,1,1,0,0,1,0,0,0,1
20,3,88,2,6,0,0,0,1,1,0,0,0,1,0,0,0,0,1
20,0,75,2,6,1,1,1,1,1,0,0,0,0,1,0,1,0,0
20,4,92,1,4,4,3,3,0,1,0,1,0,1,0,1,0,0,0
21,5,75,1,7,3,3,3,0,1,1,1,0,0,0,0,0,0,0
24,6,86,4,4,3,3,3,0,1,1,0,0,0,0,1,0,0,0
23,2,67,3,4,0,0,0,1,1,0,1,0,1,0,0,0,0,0
18,3,90,0,6,2,2,2,0,1,0,1,0,0,0,0,0,1,0
22,4,82,1,10,0,0,0,1,1,0,0,0,0,0,0,0,0,0
23,3,92,1,4,2,2,2,1,1,0,0,1,0,0,1,0,0,0
21,3,76,1,2,1,1,1,0,1,1,0,1,0,0,0,0,1,0
23,2,83,0,6,1,2,2,0,1,0,0,1,0,0,0,0,0,1
25,4,94,3,6,2,2,2,0,1,0,0,1,0,0,0,0,0,0
23,5,81,2,4,3,4,4,0,1,0,1,1,0,0,0,0,0,1
21,4,85,0,4,4,3,3,0,1,1,1,0,0,1,0,0,1,0
23,3,87,1,3,4,3,3,0,1,0,0,1,0,0,0,0,1,0
21,4,69,0,6,3,3,3,1,0,0,0,0,0,0,1,0,0,0
21,4,77,1,9,0,0,0,1,1,0,1,0,0,1,0,0,0,1
20,4,91,2,8,2,2,2,0,1,1,0,0,0,1,0,0,0,0
24,2,65,2,6,0,0,0,0,1,1,0,0,0,0,1,0,0,0
19,4,90,3,4,1,1,1,0,1,0,1,0,0,0,0,0,0,0
24,3,77,2,6,0,0,0,1,1,0,0,1,0,0,1,0,0,0
22,3,98,1,4,3,3,3,0,1,0,1,0,1,0,1,0,0,0
17,2,85,2,4,1,1,1,0,1,1,0,0,0,0,1,0,0,0
21,3,75,4,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0
17,3,89,1,7,3,3,3,0,1,0,1,0,1,0,0,0,0,0
22,3,93,2,5,3,3,3,0,1,1,0,0,1,0,1,0,0,0
22,2,86,1,5,2,2,2,0,1,1,0,0,1,0,0,0,0,1
19,5,78,2,5,3,3,3,0,1,0,1,0,0,1,0,0,1,0
21,3,93,2,6,3,3,3,0,1,1,0,0,0,1,0,0,0,1
25,3,74,1,7,1,2,2,0,0,1,0,0,0,1,0,0,0,0
19,1,90,2,3,3,2,2,0,1,0,0,0,0,0,0,0,0,0
18,6,62,1,5,3,2,2,0,0,1,0,1,0,0,0,1,0,0
24,1,82,5,7,2,2,2,0,1,1,1,0,0,0,0,1,0,0
25,4,77,2,4,4,4,4,0,1,0,1,0,1,0,0,0,0,1
21,4,71,4,8,1,1,1,0,1,0,0,1,0,0,0,0,0,0
23,3,92,1,6,4,3,3,0,1,1,0,0,0,0,0,1,0,0
24,4,64,2,8,0,0,0,1,1,1,0,0,0,0,0,0,0,0
19,4,93,2,4,1,1,1,0,1,0,1,1,0,0,1,0,0,0
19,5,69,2,6,1,2,2,0,1,1,0,0,1,0,0,0,1,0
23,4,90,1,6,2,1,1,1,1,0,0,1,0,0,0,0,1,0
24,3,75,1,7,1,0,0,1,1,0,0,1,0,0,0,0,0,1
22,3,66,2,6,0,0,0,1,1,0,0,0,1,0,0,0,0,1
19,6,78,3,7,2,2,2,0,1,1,0,0,1,0,0,0,1,0
25,5,86,1,4,1,1,1,0,1,1,1,0,0,1,0,0,1,0
19,3,74,2,5,2,2,1,0,1,1,0,1,0,0,0,0,1,0
20,4,84,0,2,2,2,2,0,1,1,1,0,0,1,0,0,0,1
21,4,87,0,5,2,2,2,0,1,1,0,0,0,1,1,0,0,0
24,3,93,3,4,3,2,2,0,0,1,1,0,0,1,0,0,0,0
22,6,82,0,6,1,1,1,0,0,0,0,0,1,0,0,0,1,0
21,3,91,0,7,2,2,2,0,1,0,1,0,0,1,0,0,0,1
22,3,88,1,6,1,1,1,1,1,0,0,1,0,0,0,0,0,1
21,5,81,1,6,1,1,1,0,1,1,0,0,1,0,0,1,0,0
22,2,91,1,5,2,2,2,0,0,0,0,0,1,0,0,0,0,1
17,3,89,1,5,1,1,1,0,1,1,1,0,0,1,0,0,0,1
20,5,80,0,3,3,3,3,0,0,1,1,0,1,0,0,1,0,0
21,3,87,4,2,2,2,2,1,0,1,0,1,0,0,1,0,0,0
18,2,84,1,2,3,3,3,0,1,0,0,0,0,0,0,0,1,0
21,4,86,6,4,0,1,1,1,1,1,1,0,0,0,0,0,1,0
20,4,97,2,7,2,2,2,0,1,1,0,1,0,0,0,0,0,0
24,4,60,0,5,3,3,3,0,1,1,1,0,0,1,0,0,1,0
24,5,84,0,4,2,1,1,1,1,0,0,0,1,0,0,0,0,0
20,4,82,2,4,4,4,4,0,1,1,0,1,0,0,0,0,0,1
20,4,73,2,5,1,1,1,1,1,1,0,0,0,1,0,0,1,0
20,5,78,1,5,3,3,3,0,1,0,0,0,0,1,1,0,0,0
20,4,77,1,5,2,2,2,0,1,1,1,0,0,1,0,0,0,1
21,2,81,1,6,2,1,1,0,1,0,0,1,0,0,0,0,0,0
19,6,85,1,8,2,2,2,0,1,1,0,0,0,1,0,1,0,0
18,5,78,2,5,3,3,3,0,1,0,0,0,1,0,0,0,0,0
22,2,60,1,2,1,0,0,0,1,0,0,0,0,1,0,0,1,0
22,3,74,4,5,0,0,0,1,1,0,1,0,1,0,0,0,0,0
19,2,93,1,8,2,2,2,0,1,1,0,0,0,1,0,0,1,0
23,2,94,1,6,4,3,3,0,1,0,0,0,0,0,1,0,0,0
19,5,78,0,5,2,2,2,0,1,0,0,1,0,0,0,0,1,0
21,4,96,2,6,1,1,1,0,1,0,0,0,0,0,0,1,0,0
22,3,79,1,2,0,1,1,0,1,0,1,1,0,0,0,1,0,0
20,4,69,3,1,3,3,3,0,1,0,1,0,0,0,1,0,0,0
22,5,79,5,7,0,0,0,1,1,0,0,0,0,1,0,0,0,1
19,5,87,3,7,3,2,2,0,1,1,0,0,0,0,0,0,1,0
20,4,77,2,4,3,3,3,0,1,0,1,1,0,0,0,1,0,0
